Type,Brand,Model,Benchmark,Model_Type,Tier,Processor_Number,URL
CPU,AMD,Ryzen 7 7840HS,84.1,Ryzen,Ryzen 7,7840HS,https://cpu.userbenchmark.com/SpeedTest/2112343/AMD-Ryzen-7-7840HS-w-Radeon-780M-Graphics
CPU,AMD,Ryzen 5 3600X,84.1,Ryzen,Ryzen 5,3600X,https://cpu.userbenchmark.com/AMD-Ryzen-5-3600X/Rating/4041
CPU,Intel,Core i7-7700K,84.0,Core,i7,7700K,https://cpu.userbenchmark.com/Intel-Core-i7-7700K/Rating/3647
CPU,Intel,Core i9-9900X,83.7,Core,i9,9900X,https://cpu.userbenchmark.com/SpeedTest/639130/IntelR-CoreTM-i9-9900X-CPU---350GHz
CPU,Intel,Core i7-6850K,83.6,Core,i7,6850K,https://cpu.userbenchmark.com/Intel-Core-i7-6850K/Rating/3606
CPU,Intel,Core i9-7940X,83.3,Core,i9,7940X,https://cpu.userbenchmark.com/SpeedTest/353078/IntelR-CoreTM-i9-7940X-CPU---310GHz
CPU,Intel,Core i5-1240P,83.2,Core,i5,1240P,https://cpu.userbenchmark.com/SpeedTest/1811937/12th-Gen-IntelR-CoreTM-i5-1240P
CPU,Intel,Core i9-7960X,83.2,Core,i9,7960X,https://cpu.userbenchmark.com/SpeedTest/357952/IntelR-CoreTM-i9-7960X-CPU---280GHz
CPU,AMD,Ryzen 5 3600,83.1,Ryzen,Ryzen 5,3600,https://cpu.userbenchmark.com/AMD-Ryzen-5-3600/Rating/4040
CPU,Intel,Core i9-9980XE,83.0,Core,i9,9980XE,https://cpu.userbenchmark.com/SpeedTest/652504/IntelR-CoreTM-i9-9980XE-CPU---300GHz
CPU,AMD,Ryzen 7 PRO 4750G,83.0,Ryzen,Ryzen 7 PRO,4750G,https://cpu.userbenchmark.com/SpeedTest/1232646/AMD-Ryzen-7-PRO-4750G-with-Radeon-Graphics
CPU,Intel,Core i7-9800X,82.9,Core,i7,9800X,https://cpu.userbenchmark.com/SpeedTest/651256/IntelR-CoreTM-i7-9800X-CPU---380GHz
CPU,Intel,Core i5-8600T,82.2,Core,i5,8600T,https://cpu.userbenchmark.com/SpeedTest/506080/IntelR-CoreTM-i5-8600T-CPU---230GHz
CPU,Intel,Core i3-10105F,82.2,Core,i3,10105F,https://cpu.userbenchmark.com/SpeedTest/1482345/IntelR-CoreTM-i3-10105F-CPU---370GHz
CPU,Intel,Core i5-8500,82.1,Core,i5,8500,https://cpu.userbenchmark.com/SpeedTest/447884/IntelR-CoreTM-i5-8500-CPU---300GHz
CPU,Intel,Xeon E3-1270 v6,81.9,Xeon,Xeon E3-1270,6,https://cpu.userbenchmark.com/SpeedTest/278175/IntelR-XeonR-CPU-E3-1270-v6---380GHz
CPU,Intel,Core i9-7900X,81.9,Core,i9,7900X,https://cpu.userbenchmark.com/Intel-Core-i9-7900X/Rating/3936
CPU,Intel,Core i9-9820X,81.9,Core,i9,9820X,https://cpu.userbenchmark.com/SpeedTest/651318/IntelR-CoreTM-i9-9820X-CPU---330GHz
CPU,Intel,Core i9-9980HK,81.8,Core,i9,9980HK,https://cpu.userbenchmark.com/SpeedTest/797907/IntelR-CoreTM-i9-9980HK-CPU---240GHz
CPU,Intel,Core i5-8400,81.8,Core,i5,8400,https://cpu.userbenchmark.com/Intel-Core-i5-8400/Rating/3939
CPU,AMD,Ryzen 5 3500X,81.7,Ryzen,Ryzen 5,3500X,https://cpu.userbenchmark.com/AMD-Ryzen-5-3500X/Rating/4052
CPU,Intel,Core i3-8350K,81.7,Core,i3,8350K,https://cpu.userbenchmark.com/Intel-Core-i3-8350K/Rating/3935
CPU,Intel,Xeon E3-1245 v6,81.6,Xeon,Xeon E3-1245,6,https://cpu.userbenchmark.com/SpeedTest/299743/IntelR-XeonR-CPU-E3-1245-v6---370GHz
CPU,Intel,Core i9-7920X,81.6,Core,i9,7920X,https://cpu.userbenchmark.com/SpeedTest/278103/IntelR-CoreTM-i9-7920X-CPU---350GHz
CPU,Intel,Core i5-5675C,81.5,Core,i5,5675C,https://cpu.userbenchmark.com/SpeedTest/31828/IntelR-CoreTM-i5-5675C-CPU---310GHz
CPU,Intel,Core i9-10885H,81.2,Core,i9,10885H,https://cpu.userbenchmark.com/SpeedTest/1174414/IntelR-CoreTM-i9-10885H-CPU---240GHz
CPU,AMD,Ryzen TR 2950X,81.1,Ryzen,Ryzen TR,2950X,https://cpu.userbenchmark.com/SpeedTest/569025/AMD-Ryzen-Threadripper-2950X-16-Core-Processor
CPU,Intel,Core i7-1365U,80.9,Core,i7,1365U,https://cpu.userbenchmark.com/SpeedTest/2082316/13th-Gen-IntelR-CoreTM-i7-1365U
CPU,AMD,Ryzen 5 3500,80.9,Ryzen,Ryzen 5,3500,https://cpu.userbenchmark.com/AMD-Ryzen-5-3500/Rating/4053
CPU,Intel,Core i7-6700K,80.8,Core,i7,6700K,https://cpu.userbenchmark.com/Intel-Core-i7-6700K/Rating/3502
CPU,AMD,Ryzen TR 2920X,80.7,Ryzen,Ryzen TR,2920X,https://cpu.userbenchmark.com/SpeedTest/625966/AMD-Ryzen-Threadripper-2920X-12-Core-Processor
CPU,Intel,Core i7-6800K,80.6,Core,i7,6800K,https://cpu.userbenchmark.com/Intel-Core-i7-6800K/Rating/3607
CPU,Intel,Core i7-5775R,80.5,Core,i7,5775R,https://cpu.userbenchmark.com/SpeedTest/39919/IntelR-CoreTM-i7-5775R-CPU---330GHz
CPU,Intel,Core i7-8809G,80.5,Core,i7,8809G,https://cpu.userbenchmark.com/SpeedTest/422264/IntelR-CoreTM-i7-8809G-CPU---310GHz
CPU,Intel,Core i7-5960X,80.5,Core,i7,5960X,https://cpu.userbenchmark.com/Intel-Core-i7-5960X/Rating/2580
CPU,Intel,Core i7-5950HQ,80.4,Core,i7,5950HQ,https://cpu.userbenchmark.com/SpeedTest/29765/IntelR-CoreTM-i7-5950HQ-CPU---290GHz
CPU,AMD,Ryzen 9 6900HX,80.4,Ryzen,Ryzen 9,6900HX,https://cpu.userbenchmark.com/SpeedTest/1792755/AMD-Ryzen-9-6900HX-with-Radeon-Graphics
CPU,Intel,Core i3-10100F,80.4,Core,i3,10100F,https://cpu.userbenchmark.com/Intel-Core-i3-10100F/Rating/4082
CPU,Intel,Core i5-10500H,80.3,Core,i5,10500H,https://cpu.userbenchmark.com/SpeedTest/1449890/IntelR-CoreTM-i5-10500H-CPU---250GHz
CPU,AMD,Ryzen 5 PRO 4650G,80.2,Ryzen,Ryzen 5 PRO,4650G,https://cpu.userbenchmark.com/SpeedTest/1232634/AMD-Ryzen-5-PRO-4650G-with-Radeon-Graphics
CPU,Intel,Core i7-7820X,80.1,Core,i7,7820X,https://cpu.userbenchmark.com/Intel-Core-i7-7820X/Rating/3928
CPU,Intel,Core i9-7980XE,80.1,Core,i9,7980XE,https://cpu.userbenchmark.com/SpeedTest/352013/IntelR-CoreTM-i9-7980XE-CPU---260GHz
CPU,Intel,Core i5-11400H,80.1,Core,i5,11400H,https://cpu.userbenchmark.com/SpeedTest/1575224/11th-Gen-IntelR-CoreTM-i5-11400H---270GHz
CPU,Intel,Core i3-9100F,80.1,Core,i3,9100F,https://cpu.userbenchmark.com/Intel-Core-i3-9100F/Rating/4054
CPU,AMD,Ryzen 7 4800U,80.1,Ryzen,Ryzen 7,4800U,https://cpu.userbenchmark.com/SpeedTest/1005639/AMD-Ryzen-7-4800U-with-Radeon-Graphics
CPU,Intel,Core i3-8300,79.9,Core,i3,8300,https://cpu.userbenchmark.com/SpeedTest/484077/IntelR-CoreTM-i3-8300-CPU---370GHz
CPU,Intel,Core i3-10100,79.9,Core,i3,10100,https://cpu.userbenchmark.com/Intel-Core-i3-10100/Rating/4075
CPU,Intel,Core i7-5930K,79.8,Core,i7,5930K,https://cpu.userbenchmark.com/Intel-Core-i7-5930K/Rating/2578
CPU,AMD,Ryzen 3 3300X,79.7,Ryzen,Ryzen 3,3300X,https://cpu.userbenchmark.com/AMD-Ryzen-3-3300X/Rating/4076
CPU,Intel,Core i3-9100,79.7,Core,i3,9100,https://cpu.userbenchmark.com/SpeedTest/806339/IntelR-CoreTM-i3-9100-CPU---360GHz
CPU,Intel,Core i7-10850H,79.5,Core,i7,10850H,https://cpu.userbenchmark.com/SpeedTest/1160496/IntelR-CoreTM-i7-10850H-CPU---270GHz
CPU,Intel,Xeon E3-1230 v6,79.4,Xeon,Xeon E3-1230,6,https://cpu.userbenchmark.com/SpeedTest/268848/IntelR-XeonR-CPU-E3-1230-v6---350GHz
CPU,Intel,Core i7-8700T,79.4,Core,i7,8700T,https://cpu.userbenchmark.com/SpeedTest/480804/IntelR-CoreTM-i7-8700T-CPU---240GHz
CPU,AMD,Ryzen 7 7735HS,79.2,Ryzen,Ryzen 7,7735HS,https://cpu.userbenchmark.com/SpeedTest/2011483/AMD-Ryzen-7-7735HS-with-Radeon-Graphics
CPU,Intel,Core i5-10400H,79.2,Core,i5,10400H,https://cpu.userbenchmark.com/SpeedTest/1084904/IntelR-CoreTM-i5-10400H-CPU---260GHz
CPU,Intel,Core i7-10870H,79.1,Core,i7,10870H,https://cpu.userbenchmark.com/SpeedTest/1322918/IntelR-CoreTM-i7-10870H-CPU---220GHz
CPU,AMD,Ryzen TR 2970WX,79.0,Ryzen,Ryzen TR,2970WX,https://cpu.userbenchmark.com/SpeedTest/626249/AMD-Ryzen-Threadripper-2970WX-24-Core-Processor
CPU,Intel,Core i7-4790K,78.9,Core,i7,4790K,https://cpu.userbenchmark.com/Intel-Core-i7-4790K/Rating/2384
CPU,Intel,Core i9-9880H,78.9,Core,i9,9880H,https://cpu.userbenchmark.com/SpeedTest/750169/IntelR-CoreTM-i9-9880H-CPU---230GHz
CPU,AMD,Ryzen TR 2990WX,78.9,Ryzen,Ryzen TR,2990WX,https://cpu.userbenchmark.com/SpeedTest/560423/AMD-Ryzen-Threadripper-2990WX-32-Core-Processor
CPU,Intel,Core i5-9400H,78.9,Core,i5,9400H,https://cpu.userbenchmark.com/SpeedTest/843530/IntelR-CoreTM-i5-9400H-CPU---250GHz
CPU,Intel,Core i7-10875H,78.8,Core,i7,10875H,https://cpu.userbenchmark.com/SpeedTest/1111393/IntelR-CoreTM-i7-10875H-CPU---230GHz
CPU,Intel,Core i3-10300T,78.6,Core,i3,10300T,https://cpu.userbenchmark.com/SpeedTest/1290166/IntelR-CoreTM-i3-10300T-CPU---300GHz
CPU,Intel,Core i7-4960X,78.4,Core,i7,4960X,https://cpu.userbenchmark.com/Intel-Core-i7-4960X/Rating/1977
CPU,Intel,Core i5-10500T,78.2,Core,i5,10500T,https://cpu.userbenchmark.com/SpeedTest/1204939/IntelR-CoreTM-i5-10500T-CPU---230GHz
CPU,AMD,Ryzen 7 6800H,78.1,Ryzen,Ryzen 7,6800H,https://cpu.userbenchmark.com/SpeedTest/1786492/AMD-Ryzen-7-6800H-with-Radeon-Graphics
CPU,Intel,Core i5-10400T,78.1,Core,i5,10400T,https://cpu.userbenchmark.com/SpeedTest/1189479/IntelR-CoreTM-i5-10400T-CPU---200GHz
CPU,AMD,Ryzen 9 5980HS,78.1,Ryzen,Ryzen 9,5980HS,https://cpu.userbenchmark.com/SpeedTest/1493102/AMD-Ryzen-9-5980HS-with-Radeon-Graphics
CPU,Intel,Xeon E3-1286 v3,78.1,Xeon,Xeon E3-1286,3,https://cpu.userbenchmark.com/SpeedTest/33047/IntelR-XeonR-CPU-E3-1286-v3---370GHz
CPU,AMD,Ryzen 5 4600G,78.0,Ryzen,Ryzen 5,4600G,https://cpu.userbenchmark.com/SpeedTest/1344633/AMD-Ryzen-5-4600G-with-Radeon-Graphics
CPU,Intel,Core i7-11375H,78.0,Core,i7,11375H,https://cpu.userbenchmark.com/SpeedTest/1462657/11th-Gen-IntelR-CoreTM-i7-11375H---330GHz
CPU,Intel,Core i7-3970X,77.9,Core,i7,3970X,https://cpu.userbenchmark.com/SpeedTest/6794/IntelR-CoreTM-i7-3970X-CPU---350GHz
CPU,Intel,Core i7-7800X,77.9,Core,i7,7800X,https://cpu.userbenchmark.com/SpeedTest/304816/IntelR-CoreTM-i7-7800X-CPU---350GHz
CPU,AMD,Ryzen 9 5900HX,77.8,Ryzen,Ryzen 9,5900HX,https://cpu.userbenchmark.com/SpeedTest/1449683/AMD-Ryzen-9-5900HX-with-Radeon-Graphics
CPU,Intel,Core i7-5850HQ,77.8,Core,i7,5850HQ,https://cpu.userbenchmark.com/SpeedTest/35099/IntelR-CoreTM-i7-5850HQ-CPU---270GHz
CPU,Intel,Core i7-8706G,77.7,Core,i7,8706G,https://cpu.userbenchmark.com/SpeedTest/518066/IntelR-CoreTM-i7-8706G-CPU---310GHz
CPU,Intel,Core i7-3960X,77.7,Core,i7,3960X,https://cpu.userbenchmark.com/Intel-Core-i7-3960X/Rating/1973
CPU,Intel,Core i7 X 990,77.7,Core,Core i7 X,990,https://cpu.userbenchmark.com/SpeedTest/2590/IntelR-CoreTM-i7-CPU-------X-990----347GHz
CPU,AMD,Ryzen TR 1920X,77.6,Ryzen,Ryzen TR,1920X,https://cpu.userbenchmark.com/AMD-Ryzen-TR-1920X/Rating/3934
CPU,Intel,Core i7-8559U,77.5,Core,i7,8559U,https://cpu.userbenchmark.com/SpeedTest/543591/IntelR-CoreTM-i7-8559U-CPU---270GHz
CPU,Intel,Core i3-10100T,77.2,Core,i3,10100T,https://cpu.userbenchmark.com/SpeedTest/1260090/IntelR-CoreTM-i3-10100T-CPU---300GHz
CPU,Intel,Xeon E3-1275 v3,77.2,Xeon,Xeon E3-1275,3,https://cpu.userbenchmark.com/SpeedTest/5652/IntelR-XeonR-CPU-E3-1275-v3---350GHz
CPU,Intel,Xeon E3-1276 v3,77.1,Xeon,Xeon E3-1276,3,https://cpu.userbenchmark.com/SpeedTest/25180/IntelR-XeonR-CPU-E3-1276-v3---360GHz
CPU,Intel,Core i7-9850H,77.1,Core,i7,9850H,https://cpu.userbenchmark.com/SpeedTest/826055/IntelR-CoreTM-i7-9850H-CPU---260GHz
CPU,AMD,Ryzen 3 5300G,77.0,Ryzen,Ryzen 3,5300G,https://cpu.userbenchmark.com/SpeedTest/1542116/AMD-Ryzen-3-5300G-with-Radeon-Graphics
CPU,Intel,Core i7-4930K,76.9,Core,i7,4930K,https://cpu.userbenchmark.com/Intel-Core-i7-4930K/Rating/1976
CPU,Intel,Xeon W3690,76.9,Xeon,Xeon W369,0,https://cpu.userbenchmark.com/SpeedTest/9677/IntelR-XeonR-CPU-----------W3690----347GHz
CPU,AMD,Ryzen 5 6600H,76.9,Ryzen,Ryzen 5,6600H,https://cpu.userbenchmark.com/SpeedTest/1815652/AMD-Ryzen-5-6600H-with-Radeon-Graphics
CPU,Intel,Core i7-5820K,76.8,Core,i7,5820K,https://cpu.userbenchmark.com/Intel-Core-i7-5820K/Rating/2579
CPU,Intel,Xeon E5-1650 v3,76.8,Xeon,Xeon E5-1650,3,https://cpu.userbenchmark.com/SpeedTest/16320/IntelR-XeonR-CPU-E5-1650-v3---350GHz
CPU,Intel,Core i7-10750H,76.8,Core,i7,10750H,https://cpu.userbenchmark.com/SpeedTest/1053158/IntelR-CoreTM-i7-10750H-CPU---260GHz
CPU,AMD,Ryzen TR 1950X,76.7,Ryzen,Ryzen TR,1950X,https://cpu.userbenchmark.com/AMD-Ryzen-TR-1950X/Rating/3932
CPU,Intel,Xeon E3-1230 v5,76.6,Xeon,Xeon E3-1230,5,https://cpu.userbenchmark.com/SpeedTest/72554/IntelR-XeonR-CPU-E3-1230-v5---340GHz
CPU,Intel,Core i5-8400H,76.6,Core,i5,8400H,https://cpu.userbenchmark.com/SpeedTest/524256/IntelR-CoreTM-i5-8400H-CPU---250GHz
CPU,AMD,Ryzen TR 1900X,76.3,Ryzen,Ryzen TR,1900X,https://cpu.userbenchmark.com/SpeedTest/340638/AMD-Ryzen-Threadripper-1900X-8-Core-Processor
CPU,Intel,Core i7-7700,76.2,Core,i7,7700,https://cpu.userbenchmark.com/Intel-Core-i7-7700/Rating/3887
CPU,Intel,Xeon E5-1650 v2,76.0,Xeon,Xeon E5-1650,2,https://cpu.userbenchmark.com/SpeedTest/7574/IntelR-XeonR-CPU-E5-1650-v2---350GHz
CPU,Intel,Core i7 X 980,76.0,Core,Core i7 X,980,https://cpu.userbenchmark.com/SpeedTest/1822/IntelR-CoreTM-i7-CPU-------X-980----333GHz
CPU,Intel,Core i7-1355U,76.0,Core,i7,1355U,https://cpu.userbenchmark.com/SpeedTest/2070236/13th-Gen-IntelR-CoreTM-i7-1355U
CPU,AMD,Ryzen 9 6900HS,75.9,Ryzen,Ryzen 9,6900HS,https://cpu.userbenchmark.com/SpeedTest/1796538/AMD-Ryzen-9-6900HS-with-Radeon-Graphics
CPU,Intel,Xeon E3-1271 v3,75.9,Xeon,Xeon E3-1271,3,https://cpu.userbenchmark.com/SpeedTest/17463/IntelR-XeonR-CPU-E3-1271-v3---360GHz
CPU,AMD,Ryzen 9 5900HS,75.9,Ryzen,Ryzen 9,5900HS,https://cpu.userbenchmark.com/SpeedTest/1452199/AMD-Ryzen-9-5900HS-with-Radeon-Graphics
CPU,Intel,Core i5-7600K,75.8,Core,i5,7600K,https://cpu.userbenchmark.com/Intel-Core-i5-7600K/Rating/3885
CPU,AMD,Ryzen 7 2700X,75.7,Ryzen,Ryzen 7,2700X,https://cpu.userbenchmark.com/AMD-Ryzen-7-2700X/Rating/3958
CPU,Intel,Xeon W3680,75.3,Xeon,Xeon W368,0,https://cpu.userbenchmark.com/SpeedTest/12335/IntelR-XeonR-CPU-----------W3680----333GHz
CPU,Intel,Xeon E3-1270 v3,75.2,Xeon,Xeon E3-1270,3,https://cpu.userbenchmark.com/SpeedTest/11395/IntelR-XeonR-CPU-E3-1270-v3---350GHz
CPU,Intel,Core i7 980,75.2,Core,Core i7,980,https://cpu.userbenchmark.com/SpeedTest/3336/IntelR-CoreTM-i7-CPU---------980----333GHz
CPU,AMD,Ryzen 7 4700U,75.2,Ryzen,Ryzen 7,4700U,https://cpu.userbenchmark.com/SpeedTest/1105478/AMD-Ryzen-7-4700U-with-Radeon-Graphics
CPU,Intel,Core i5-7600T,75.1,Core,i5,7600T,https://cpu.userbenchmark.com/SpeedTest/246226/IntelR-CoreTM-i5-7600T-CPU---280GHz
CPU,AMD,Ryzen 5 4500,75.0,Ryzen,Ryzen 5,4500,https://cpu.userbenchmark.com/SpeedTest/1828229/AMD-Ryzen-5-4500-6-Core-Processor
CPU,Intel,Pentium Gold G6600,75.0,Pentium,Pentium Gold,G6600,https://cpu.userbenchmark.com/SpeedTest/1454523/IntelR-PentiumR-Gold-G6600-CPU---420GHz
CPU,AMD,Ryzen 7 5800H,75.0,Ryzen,Ryzen 7,5800H,https://cpu.userbenchmark.com/SpeedTest/1442974/AMD-Ryzen-7-5800H-with-Radeon-Graphics
CPU,Intel,Xeon X5690,74.7,Xeon,Xeon X569,0,https://cpu.userbenchmark.com/SpeedTest/16752/IntelR-XeonR-CPU-----------X5690----347GHz
CPU,AMD,Ryzen 5 4600U,74.7,Ryzen,Ryzen 5,4600U,https://cpu.userbenchmark.com/SpeedTest/1152158/AMD-Ryzen-5-4600U-with-Radeon-Graphics
CPU,Intel,Core i5-8400T,74.7,Core,i5,8400T,https://cpu.userbenchmark.com/SpeedTest/475176/IntelR-CoreTM-i5-8400T-CPU---170GHz
CPU,AMD,Ryzen 3 3100,74.6,Ryzen,Ryzen 3,3100,https://cpu.userbenchmark.com/SpeedTest/1148404/AMD-Ryzen-3-3100-4-Core-Processor
CPU,Intel,Xeon E3-1241 v3,74.5,Xeon,Xeon E3-1241,3,https://cpu.userbenchmark.com/SpeedTest/15164/IntelR-XeonR-CPU-E3-1241-v3---350GHz
CPU,Intel,Core i9-8950HK,74.5,Core,i9,8950HK,https://cpu.userbenchmark.com/SpeedTest/486215/IntelR-CoreTM-i9-8950HK-CPU---290GHz
CPU,Intel,Core i7-3930K,74.4,Core,i7,3930K,https://cpu.userbenchmark.com/Intel-Core-i7-3930K/Rating/1487
CPU,Intel,Core i5-10300H,74.3,Core,i5,10300H,https://cpu.userbenchmark.com/SpeedTest/1027882/IntelR-CoreTM-i5-10300H-CPU---250GHz
CPU,AMD,Ryzen 9 4900H,74.3,Ryzen,Ryzen 9,4900H,https://cpu.userbenchmark.com/SpeedTest/1185620/AMD-Ryzen-9-4900H-with-Radeon-Graphics
CPU,Intel,Core i5-8279U,74.2,Core,i5,8279U,https://cpu.userbenchmark.com/SpeedTest/807756/IntelR-CoreTM-i5-8279U-CPU---240GHz
CPU,Intel,Xeon E3-1275 V2,74.2,Xeon,Xeon E3-127,5,https://cpu.userbenchmark.com/SpeedTest/4507/IntelR-XeonR-CPU-E3-1275-V2---350GHz
CPU,Intel,Xeon E5-2687W 0,74.2,Xeon,Xeon E5-268,7,https://cpu.userbenchmark.com/SpeedTest/8860/IntelR-XeonR-CPU-E5-2687W-0---310GHz
CPU,AMD,Ryzen 5 2600X,74.0,Ryzen,Ryzen 5,2600X,https://cpu.userbenchmark.com/AMD-Ryzen-5-2600X/Rating/3956
CPU,Intel,Core i7-11370H,74.0,Core,i7,11370H,https://cpu.userbenchmark.com/SpeedTest/1444990/11th-Gen-IntelR-CoreTM-i7-11370H---330GHz
CPU,AMD,Ryzen 7 4800H,73.9,Ryzen,Ryzen 7,4800H,https://cpu.userbenchmark.com/SpeedTest/1032976/AMD-Ryzen-7-4800H-with-Radeon-Graphics
CPU,Intel,Core i5-2550K,73.9,Core,i5,2550K,https://cpu.userbenchmark.com/SpeedTest/5474/IntelR-CoreTM-i5-2550K-CPU---340GHz
CPU,AMD,Ryzen 7 6800HS,73.8,Ryzen,Ryzen 7,6800HS,https://cpu.userbenchmark.com/SpeedTest/1800947/AMD-Ryzen-7-6800HS-with-Radeon-Graphics
CPU,AMD,Ryzen 7 2700,73.8,Ryzen,Ryzen 7,2700,https://cpu.userbenchmark.com/AMD-Ryzen-7-2700/Rating/3957
CPU,AMD,Ryzen 5 1600X,73.7,Ryzen,Ryzen 5,1600X,https://cpu.userbenchmark.com/AMD-Ryzen-5-1600X/Rating/3920
CPU,Intel,Core i7-4770K,73.6,Core,i7,4770K,https://cpu.userbenchmark.com/Intel-Core-i7-4770K/Rating/1537
CPU,Intel,Core i7-4771,73.5,Core,i7,4771,https://cpu.userbenchmark.com/Intel-Core-i7-4771/Rating/2008
CPU,Intel,Xeon E3-1220 v5,73.4,Xeon,Xeon E3-1220,5,https://cpu.userbenchmark.com/SpeedTest/139116/IntelR-XeonR-CPU-E3-1220-v5---300GHz
CPU,Intel,Core i7 970,73.4,Core,Core i7,970,https://cpu.userbenchmark.com/SpeedTest/8374/IntelR-CoreTM-i7-CPU---------970----320GHz
CPU,Intel,Xeon E3-1231 v3,73.3,Xeon,Xeon E3-1231,3,https://cpu.userbenchmark.com/SpeedTest/11040/IntelR-XeonR-CPU-E3-1231-v3---340GHz
CPU,Intel,Core i7-9750H,73.3,Core,i7,9750H,https://cpu.userbenchmark.com/SpeedTest/766364/IntelR-CoreTM-i7-9750H-CPU---260GHz
CPU,Intel,Core i3-7320,73.2,Core,i3,7320,https://cpu.userbenchmark.com/Intel-Core-i3-7320/Rating/3888
CPU,Intel,Core i5-8259U,73.1,Core,i5,8259U,https://cpu.userbenchmark.com/SpeedTest/543736/IntelR-CoreTM-i5-8259U-CPU---230GHz
CPU,Intel,Core i5-1335U,73.1,Core,i5,1335U,https://cpu.userbenchmark.com/SpeedTest/2065642/13th-Gen-IntelR-CoreTM-i5-1335U
CPU,Intel,Core i5-10200H,73.1,Core,i5,10200H,https://cpu.userbenchmark.com/SpeedTest/1303113/IntelR-CoreTM-i5-10200H-CPU---240GHz
CPU,Intel,Xeon E3-1246 v3,73.0,Xeon,Xeon E3-1246,3,https://cpu.userbenchmark.com/SpeedTest/11023/IntelR-XeonR-CPU-E3-1246-v3---350GHz
CPU,Intel,Core i7-2700K,73.0,Core,i7,2700K,https://cpu.userbenchmark.com/Intel-Core-i7-2700K/Rating/1985
CPU,AMD,Ryzen 5 5600H,73.0,Ryzen,Ryzen 5,5600H,https://cpu.userbenchmark.com/SpeedTest/1522632/AMD-Ryzen-5-5600H-with-Radeon-Graphics
CPU,Intel,Core i5-8500T,73.0,Core,i5,8500T,https://cpu.userbenchmark.com/SpeedTest/532888/IntelR-CoreTM-i5-8500T-CPU---210GHz
CPU,Intel,Core i5-8305G,72.9,Core,i5,8305G,https://cpu.userbenchmark.com/SpeedTest/483074/IntelR-CoreTM-i5-8305G-CPU---280GHz
CPU,Intel,Core i5-6600T,72.9,Core,i5,6600T,https://cpu.userbenchmark.com/SpeedTest/37851/IntelR-CoreTM-i5-6600T-CPU---270GHz
CPU,AMD,Ryzen 7 5800HS,72.9,Ryzen,Ryzen 7,5800HS,https://cpu.userbenchmark.com/SpeedTest/1463823/AMD-Ryzen-7-5800HS-with-Radeon-Graphics
CPU,AMD,Ryzen 5 2600,72.8,Ryzen,Ryzen 5,2600,https://cpu.userbenchmark.com/AMD-Ryzen-5-2600/Rating/3955
CPU,AMD,Ryzen 3 4100,72.8,Ryzen,Ryzen 3,4100,https://cpu.userbenchmark.com/SpeedTest/1830279/AMD-Ryzen-3-4100-4-Core-Processor
CPU,Intel,Xeon E3-1230 v3,72.8,Xeon,Xeon E3-1230,3,https://cpu.userbenchmark.com/SpeedTest/2171/IntelR-XeonR-CPU-E3-1230-v3---330GHz
CPU,Intel,Xeon E3-1270 V2,72.7,Xeon,Xeon E3-127,0,https://cpu.userbenchmark.com/SpeedTest/11264/IntelR-XeonR-CPU-E3-1270-V2---350GHz
CPU,Intel,Xeon W3570,72.7,Xeon,Xeon W357,0,https://cpu.userbenchmark.com/SpeedTest/12630/IntelR-XeonR-CPU-----------W3570----320GHz
CPU,Intel,Xeon E5-1650 0,72.7,Xeon,Xeon E5-1650,0,https://cpu.userbenchmark.com/SpeedTest/7093/IntelR-XeonR-CPU-E5-1650-0---320GHz
CPU,Intel,Xeon E3-1245 V2,72.6,Xeon,Xeon E3-124,5,https://cpu.userbenchmark.com/SpeedTest/5622/IntelR-XeonR-CPU-E3-1245-V2---340GHz
CPU,AMD,Ryzen 5 2500X,72.6,Ryzen,Ryzen 5,2500X,https://cpu.userbenchmark.com/SpeedTest/567224/AMD-Ryzen-5-2500X-Quad-Core-Processor
CPU,Intel,Core i7-8705G,72.5,Core,i7,8705G,https://cpu.userbenchmark.com/SpeedTest/453718/IntelR-CoreTM-i7-8705G-CPU---310GHz
CPU,Intel,Core i5-4670S,72.4,Core,i5,4670S,https://cpu.userbenchmark.com/SpeedTest/5523/IntelR-CoreTM-i5-4670S-CPU---310GHz
CPU,Intel,Core i7-3770K,72.4,Core,i7,3770K,https://cpu.userbenchmark.com/Intel-Core-i7-3770K/Rating/1317
CPU,Intel,Core i7 975,72.4,Core,Core i7,975,https://cpu.userbenchmark.com/SpeedTest/941/IntelR-CoreTM-i7-CPU---------975----333GHz
CPU,Intel,Core i5-6600K,72.4,Core,i5,6600K,https://cpu.userbenchmark.com/Intel-Core-i5-6600K/Rating/3503
CPU,Intel,Core i7-6700,72.3,Core,i7,6700,https://cpu.userbenchmark.com/Intel-Core-i7-6700/Rating/3515
CPU,Intel,Xeon E3-1240 v3,72.2,Xeon,Xeon E3-1240,3,https://cpu.userbenchmark.com/SpeedTest/4602/IntelR-XeonR-CPU-E3-1240-v3---340GHz
CPU,Intel,Core i5-7600,72.0,Core,i5,7600,https://cpu.userbenchmark.com/Intel-Core-i5-7600/Rating/3890
CPU,AMD,Ryzen 7 4800HS,72.0,Ryzen,Ryzen 7,4800HS,https://cpu.userbenchmark.com/SpeedTest/1064059/AMD-Ryzen-7-4800HS-with-Radeon-Graphics
